4, 100000000, 12500000, 4.000000, 3.500000, 0, 24.907486, 17.119785, 27.560866
4, 10000, 1250, 4.000000, 8.500000, 30, 0.001409, 0.000941, 0.002267
4, 100000, 12500, 4.000000, 9.000000, 90, 0.014343, 0.015042, 0.025962
4, 1000000, 125000, 4.000000, 9.000000, 100, 0.166818, 0.137190, 0.295874
4, 100000000, 12500000, 4.000000, 5.000000, 10, 18.576322, 15.096194, 27.918674
4, 10000, 1250, 4.000000, 1.000000, 70, 0.001154, 0.000914, 0.002224
4, 10000000, 1250000, 4.000000, 6.000000, 80, 1.913463, 1.631642, 3.474094
4, 10000, 1250, 4.000000, 4.000000, 30, 0.001279, 0.000981, 0.002242
4, 10000000, 1250000, 4.000000, 7.000000, 70, 1.952350, 1.657097, 3.385530
4, 1000, 125, 4.000000, 4.500000, 10, 0.000267, 0.000158, 0.000217
4, 1000000, 125000, 4.000000, 2.000000, 20, 0.144817, 0.140982, 0.306966
4, 1000, 125, 4.000000, 1.000000, 80, 0.001687, 0.000106, 0.000200
4, 100000000, 12500000, 4.000000, 3.000000, 100, 21.973353, 18.611477, 27.683318
4, 100000, 12500, 4.000000, 9.000000, 50, 0.013984, 0.011009, 0.025442
4, 10000000, 1250000, 4.000000, 3.000000, 50, 1.910943, 1.642642, 3.287063
4, 100000, 12500, 4.000000, 3.500000, 10, 0.015647, 0.011613, 0.025960
4, 100000000, 12500000, 4.000000, 1.500000, 70, 18.334027, 18.929199, 27.829199
4, 1000000, 125000, 4.000000, 5.500000, 90, 0.139652, 0.138196, 0.303012
4, 1000000, 125000, 4.000000, 7.500000, 50, 0.159122, 0.134663, 0.318740
4, 1000, 125, 4.000000, 2.000000, 50, 0.000217, 0.000094, 0.000210
4, 10000, 1250, 4.000000, 10.000000, 60, 0.001076, 0.000890, 0.002248
4, 100000000, 12500000, 4.000000, 1.000000, 100, 22.549151, 18.409277, 28.216363
4, 100000000, 12500000, 4.000000, 9.500000, 0, 18.743554, 18.816818, 28.986534
4, 100000000, 12500000, 4.000000, 7.000000, 40, 22.780984, 18.581685, 29.701677
4, 1000000, 125000, 4.000000, 2.000000, 80, 0.140331, 0.144561, 0.318310
4, 10000, 1250, 4.000000, 2.000000, 100, 0.001608, 0.001324, 0.002760
4, 1000000, 125000, 4.000000, 5.000000, 100, 0.182275, 0.142818, 0.326488
4, 1000, 125, 4.000000, 3.000000, 40, 0.000213, 0.000093, 0.000210
4, 10000, 1250, 4.000000, 7.500000, 20, 0.001200, 0.000900, 0.002239
4, 1000, 125, 4.000000, 3.000000, 80, 0.000198, 0.000129, 0.000286
4, 100000000, 12500000, 4.000000, 10.000000, 60, 18.944308, 18.510291, 30.036353
4, 10000000, 1250000, 4.000000, 9.500000, 100, 2.091332, 1.841551, 3.759818
4, 1000, 125, 4.000000, 1.000000, 30, 0.000391, 0.000110, 0.000253
4, 10000, 1250, 4.000000, 4.500000, 10, 0.001497, 0.001346, 0.002594
4, 100000000, 12500000, 4.000000, 3.500000, 100, 22.787250, 18.557292, 30.842886
4, 100000000, 12500000, 4.000000, 2.000000, 90, 23.078309, 18.784975, 30.929203
4, 1000000, 125000, 4.000000, 1.000000, 80, 0.182511, 0.132354, 0.327079
4, 100000000, 12500000, 4.000000, 6.500000, 0, 19.306399, 18.582816, 31.546365
4, 10000, 1250, 4.000000, 4.000000, 40, 0.001279, 0.001047, 0.002623
4, 100000, 12500, 4.000000, 4.000000, 60, 0.014045, 0.011897, 0.029190
4, 1000, 125, 4.000000, 7.000000, 90, 0.000322, 0.000105, 0.000236
4, 10000000, 1250000, 4.000000, 4.500000, 40, 1.698042, 1.692166, 3.778756
4, 1000000, 125000, 4.000000, 5.500000, 80, 0.181556, 0.140424, 0.331605
4, 10000, 1250, 4.000000, 1.000000, 40, 0.001514, 0.001030, 0.002613
4, 1000000, 125000, 4.000000, 1.500000, 50, 0.184456, 0.143101, 0.331605
4, 100000000, 12500000, 4.000000, 9.500000, 20, 23.039288, 18.775961, 31.581681
4, 10000, 1250, 4.000000, 7.500000, 10, 0.003141, 0.001328, 0.002628
4, 1000, 125, 4.000000, 9.500000, 50, 0.000258, 0.000127, 0.000247
4, 10000000, 1250000, 4.000000, 10.000000, 0, 1.744445, 1.675940, 3.733796
4, 100000000, 12500000, 4.000000, 7.000000, 30, 22.878729, 18.847286, 31.611602
4, 1000000, 125000, 4.000000, 2.500000, 100, 0.181430, 0.145130, 0.335125
4, 10000, 1250, 4.000000, 3.000000, 60, 0.001593, 0.001046, 0.002596
4, 10000000, 1250000, 4.000000, 4.000000, 40, 1.833472, 1.892295, 3.755986
4, 1000, 125, 4.000000, 5.000000, 60, 0.000396, 0.000131, 0.000235
4, 100000, 12500, 4.000000, 7.000000, 50, 0.016080, 0.012271, 0.029386
4, 10000000, 1250000, 4.000000, 5.000000, 80, 2.071175, 1.662397, 3.796060
4, 100000000, 12500000, 4.000000, 2.500000, 0, 18.775284, 15.012020, 31.909494
4, 10000, 1250, 4.000000, 3.000000, 30, 0.001559, 0.001013, 0.002726
4, 1000000, 125000, 4.000000, 10.000000, 80, 0.183830, 0.142194, 0.331728
4, 100000, 12500, 4.000000, 9.500000, 60, 0.013251, 0.011971, 0.029544
4, 10000, 1250, 4.000000, 9.500000, 20, 0.001239, 0.001081, 0.002614
4, 100000, 12500, 4.000000, 9.500000, 70, 0.016172, 0.013597, 0.029085
4, 10000, 1250, 4.000000, 3.000000, 0, 0.001466, 0.001354, 0.002614
4, 10000000, 1250000, 4.000000, 9.500000, 70, 2.046608, 1.677415, 3.790355
4, 100000, 12500, 4.000000, 3.000000, 100, 0.016042, 0.012010, 0.029761
4, 1000, 125, 4.000000, 2.000000, 10, 0.000284, 0.000110, 0.000244
4, 10000, 1250, 4.000000, 4.000000, 100, 0.001500, 0.001053, 0.002605
4, 100000000, 12500000, 4.000000, 5.000000, 60, 18.779438, 18.090065, 31.901023
4, 100000000, 12500000, 4.000000, 1.000000, 20, 19.530057, 18.827958, 32.020718
4, 10000, 1250, 4.000000, 2.500000, 60, 0.001496, 0.001079, 0.002749
4, 10000, 1250, 4.000000, 9.500000, 30, 0.001506, 0.001347, 0.002594
4, 1000000, 125000, 4.000000, 1.500000, 100, 0.183800, 0.142080, 0.335732
4, 10000, 1250, 4.000000, 2.000000, 0, 0.001387, 0.001050, 0.002654
4, 10000, 1250, 4.000000, 2.000000, 80, 0.001607, 0.001069, 0.002596
